slug,nome,endereco,bairro,url
bendito-boteco,Bendito Boteco,"Rua da Universidade, 346",Pedra Branca,https://comidadibuteco.com.br/buteco/bendito-boteco/
botequim-das-flores,Botequim das Flores,"Rod. Gilson da Costa Xavier, 1520",Sambaqui,https://comidadibuteco.com.br/buteco/botequim-das-flores/
nacanoa-oyster-bar,Nacanoa Oyster Bar,"Rod. Baldicero Filomeno, 7176",Ribeirão da Ilha,https://comidadibuteco.com.br/buteco/nacanoa-oyster-bar/
