slug,nome,endereco,bairro,url
butiquim-da-fabrica,Butiquim da Fábrica,"R. Luís de Camões, 74",São Mateus,https://comidadibuteco.com.br/buteco/butiquim-da-fabrica/
recanto-dos-manacas,Recanto dos Manacás,"R. Oswaldo Gouvea, 941",Santo Antônio,https://comidadibuteco.com.br/buteco/recanto-dos-manacas/
