slug,nome,endereco,bairro,url
caladinho-bar,Caladinho Bar,"Rua dos Bororós, 65",Jardim Panorama,https://comidadibuteco.com.br/buteco/caladinho-bar/
cultura-e-malte,Cultura e Malte,"Av. Paladium, 295",Bom Retiro,https://comidadibuteco.com.br/buteco/cultura-e-malte/
