slug,nome,endereco,bairro,url
brado-bar,Brado Bar,"Rua Vitório Marenda, 36",Afonso Pena,https://comidadibuteco.com.br/buteco/brado-bar/
seu-luis-bar-e-petiscaria,Seu Luís Bar e Petiscaria,"Rua José Ziliotto, 223",Centro,https://comidadibuteco.com.br/buteco/seu-luis-bar-e-petiscaria/
