slug,nome,endereco,bairro,url
bar-da-laura-2,Bar da Laura,"R. Visconde do Uruguai, 183",Centro,https://comidadibuteco.com.br/buteco/bar-da-laura-2/
duas-de-cada-bar-e-petisqueria,Duas de Cada Bar e Petisqueria,"Pça. Doutor Azevedo Cruz, 2",Ponta D’Areia,https://comidadibuteco.com.br/buteco/duas-de-cada-bar-e-petisqueria/
skina-pub,Skina Pub,"Rua Airton Dantas, 4",Ponta D’Areia,https://comidadibuteco.com.br/buteco/skina-pub/
