slug,nome,endereco,bairro,url
baopadana,Bãopadaná,"R. Fiorindo Golghetto, 540",Bairro Pôr do Sol,https://comidadibuteco.com.br/buteco/baopadana/
santo-espeto-garagem,Santo Espeto Garagem,Rod Padre Mariano de lá Mata 150,,https://comidadibuteco.com.br/buteco/santo-espeto-garagem/
