slug,nome,endereco,bairro,url
manga-pub,Manga Pub,"Av. Cmte. Brás de Aguiar, 492",Nazaré,https://comidadibuteco.com.br/buteco/manga-pub/
29912-autosave-v1,Terramar Restô,"Tv. WE Vinte e Cinco, 161",Coqueiro,https://comidadibuteco.com.br/buteco/29912-autosave-v1/
